"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"1548","Jacob, the Liar (1976)","Jacob, the Liar",1976,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1549","Jacqueline Susann's Once Is Not Enough (1975)","Jacqueline Susann's Once Is Not Enough",1975,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1550","Jacques-Yves Cousteau's World without Sun (1964)","Jacques-Yves Cousteau's World without Sun",1964,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1551","Jagged Edge (1985)","Jagged Edge",1985,1,1,"R","04 Oct 1985",108,"Crime, Thriller, Mystery","Richard Marquand","Joe Eszterhas","Maria Mayenzet, Peter Coyote, Dave Austin, Richard Partlow","San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires ...","English","USA","Nominated for 1 Oscar. Another 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM3MDQwNDQyNl5BMl5BanBnXkFtZTYwODQ0Njk4._V1_SX300.jpg",NA,6.4,"9,645","tt0089360","movie","True",NA,"USA","Crime"
"1552","James and the Giant Peach (1996)","James and the Giant Peach",1996,1,1,"PG","12 Apr 1996",79,"Animation, Adventure, Family","Henry Selick","Roald Dahl (based on the book by), Karey Kirkpatrick (screenplay), Jonathan Roberts (screenplay), Steve Bloom (screenplay)","Simon Callow, Richard Dreyfuss, Jane Leeves, Joanna Lumley","An orphan with terrible aunts for guardians, befriends human like bugs who live inside a giant peach, who take the boy on a journey to New York City.","English","UK, USA","Nominated for 1 Oscar. Another 3 wins & 11 nominations.","http://ia.media-imdb.com/images/M/MV5BMTkwMzEwMTQwNl5BMl5BanBnXkFtZTcwNTg3MzAyMQ@@._V1_SX300.jpg",NA,6.7,"46,330","tt0116683","movie","True",NA,"UK","Animation"
"1553","Jammin' the Blues (1944)","Jammin' the Blues",1944,1,1,"APPROVED","05 May 1944",10,"Short, Music","Gjon Mili","N/A","Lester Young, George 'Red' Callender, Harry Edison, Marlowe Morris","This Warner Bros. short is a jam session with several outstanding African-American jazz musicians, including Lester Young. Darkly lit and with a mood that matches the music, the film was ...","English","USA","Nominated for 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BNDE5NjY5OTI0OV5BMl5BanBnXkFtZTgwNjE1NjE3MzE@._V1_SX300.jpg",NA,8,"544","tt0036968","movie","True",NA,"USA","Short"
"1554","Janie (1944)","Janie",1944,1,1,"APPROVED","02 Sep 1944",102,"Comedy, Romance","Michael Curtiz","Agnes Christine Johnston (screenplay), Charles Hoffman (screenplay), Josephine Bentham (play), Herschel V. Williams Jr. (play)","Joyce Reynolds, Robert Hutton, Edward Arnold, Ann Harding","Janie is a scatter-brained and high spirited teenage girl living in the small town of Hortonville. World War II causes the establishment of an army camp just outside town. Janie and her ...","English","USA","N/A","N/A",NA,6.1,"213","tt0036970","movie","True",NA,"USA","Comedy"
"1555","Jasper and the Beanstalk (1945)","Jasper and the Beanstalk",1945,1,1,"Approved","19 Oct 1945",8,"Animation, Short, Fantasy","George Pal","N/A","Peggy Lee","The Scarecrow trades Jasper a handful of beans for his harmonica. Jasper plants the beans and climbs up the resulting beanstalk and, at the top, finds a beautiful girl in a golden cage ...","English","USA","N/A","N/A",NA,6.1,"31","tt0037828","movie","True",NA,"USA","Animation"
"1556","Jaws (1975)","Jaws",1975,4,4,"PG","20 Jun 1975",124,"Adventure, Drama, Thriller","Steven Spielberg","Peter Benchley (screenplay), Carl Gottlieb (screenplay), Peter Benchley (based on the novel by)","Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","When a gigantic great white shark begins to menace the small island community of Amity, a police chief, a marine scientist and grizzled fisherman set out to stop it.","English","USA","Won 3 Oscars. Another 10 wins & 15 nominations.","http://ia.media-imdb.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_SX300.jpg",79,8.1,"377,228","tt0073195","movie","True",NA,"USA","Adventure"
"1557","Jenny Is a Good Thing (1969)","Jenny Is a Good Thing",1969,1,1,"N/A","N/A",18,"Documentary, Short","Joan Horvath","Joan Horvath","Burt Lancaster","N/A","English","USA","N/A","N/A",NA,6.9,"9","tt0064511","movie","True",NA,"USA","Documentary"
"1558","Jerry's Cousin (1950)","Jerry's Cousin",1950,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1559","Jerry Maguire (1996)","Jerry Maguire",1996,5,5,"R","13 Dec 1996",139,"Comedy, Drama, Romance","Cameron Crowe","Cameron Crowe","Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent with the only athlete who stays with him.","English, American Sign Language","USA","Won 1 Oscar. Another 24 wins & 35 nominations.","http://ia.media-imdb.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_SX300.jpg",77,7.3,"179,062","tt0116695","movie","True",NA,"USA","Comedy"
"1560","Jesus Camp (2006)","Jesus Camp",2006,1,1,"PG-13","18 Apr 2007",87,"Documentary, Drama","Heidi Ewing, Rachel Grady","N/A","Lou Engle, Becky Fischer, Ted Haggard, Mike Papantonio","A documentary on kids who attend a summer camp hoping to become the next Billy Graham.","English","USA","Nominated for 1 Oscar. Another 6 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM5NTcwMjE0Ml5BMl5BanBnXkFtZTcwMTAzMTkzMQ@@._V1_SX300.jpg",62,7.5,"20,044","tt0486358","movie","True",NA,"USA","Documentary"
"1561","Jesus Christ Superstar (1973)","Jesus Christ Superstar",1973,1,1,"G","15 Aug 1973",108,"Drama, History, Musical","Norman Jewison","Melvyn Bragg (screenplay), Norman Jewison (screenplay), Tim Rice (book)","Ted Neeley, Carl Anderson, Yvonne Elliman, Barry Dennen","Film version of the musical stage play, presenting the last few weeks of Christ's life, told in an anachronistic manner.","English","USA","Nominated for 1 Oscar. Another 3 wins & 11 nominations.","http://ia.media-imdb.com/images/M/MV5BMTk2NTc4NDc4OF5BMl5BanBnXkFtZTcwNjU4OTUyMQ@@._V1_SX300.jpg",NA,7.3,"18,570","tt0070239","movie","True",NA,"USA","Drama"
"1562","Jesus of Montreal (1989)","Jesus of Montreal",1989,1,1,"R","25 May 1990",120,"Drama","Denys Arcand","Denys Arcand","Lothaire Bluteau, Catherine Wilkening, Johanne-Marie Tremblay, Rémy Girard","A group of actors put on an unorthodox, but acclaimed Passion Play which incites the opposition of the Catholic Church while the actors' lives themselves begin to mirror the Passion itself.","French, English, Italian","Canada, France","Nominated for 1 Oscar. Another 18 wins & 9 nominations.","http://ia.media-imdb.com/images/M/MV5BMTU2MTczMDUyOV5BMl5BanBnXkFtZTYwMjQwMzc4._V1_SX300.jpg",NA,7.5,"5,699","tt0097635","movie","True",NA,"Canada","Drama"
"1563","Jet Carrier (1954)","Jet Carrier",1954,2,2,"N/A","01 Aug 1954",17,"Documentary, Short","Otto Lang","N/A","N/A","N/A","English","USA","N/A","N/A",NA,5.5,"6","tt0047131","movie","True",NA,"USA","Documentary"
"1564","Jezebel (1938)","Jezebel",1938,5,5,"APPROVED","26 Mar 1938",104,"Drama, Romance","William Wyler","Clements Ripley (screen play), Abem Finkel (screen play), John Huston (screen play), Owen Davis (from the play by)","Bette Davis, Henry Fonda, George Brent, Margaret Lindsay","A haughty headstrong Southern Belle in Antebellum Louisiana loses her fiance due to her stubborn vanity and pride and vows to get him back.","English, French","USA","Won 2 Oscars. Another 3 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BNjQ4MTEwNTI0OV5BMl5BanBnXkFtZTgwNDcyOTgxMTE@._V1_SX300.jpg",NA,7.6,"8,401","tt0030287","movie","True",NA,"USA","Drama"
"1565","JFK (1991)","JFK",1991,8,8,"R","20 Dec 1991",189,"Drama, History, Thriller","Oliver Stone","Oliver Stone (screenplay), Zachary Sklar (screenplay), Jim Garrison (book), Jim Marrs (book)","Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed","A New Orleans DA discovers there's more to the Kennedy assassination than the official story.","English, Spanish","France, USA","Won 2 Oscars. Another 13 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY4ODI3Njg5N15BMl5BanBnXkFtZTgwODgyMDUxMDE@._V1_SX300.jpg",72,8,"107,652","tt0102138","movie","True",NA,"France","Drama"
"1566","Jim Dine: A Self-Portrait on the Walls (1995)","Jim Dine: A Self-Portrait on the Walls",1995,1,1,"N/A","N/A",NA,"Documentary, Short","N/A","N/A","N/A","N/A","English","USA","N/A","N/A",NA,6.3,"9","tt0113473","movie","True",NA,"USA","Documentary"
"1567","Jimmy Neutron: Boy Genius (2001)","Jimmy Neutron: Boy Genius",2001,1,1,"G","21 Dec 2001",82,"Animation, Action, Adventure","John A. Davis","John A. Davis (story), Steve Oedekerk (story), John A. Davis (screenplay), David N. Weiss (screenplay), J. David Stem (screenplay), Steve Oedekerk (screenplay), Dan Schneider (contributing writer)","Megan Cavanagh, Mark DeCarlo, Debi Derryberry, Jeffrey Garcia","An 8-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.","English","USA","Nominated for 1 Oscar. Another 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTc5NzMyNjk2MV5BMl5BanBnXkFtZTYwMDg0NjM5._V1._CR16,45,299,429_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",65,6,"22,264","tt0268397","movie","True",NA,"USA","Animation"
"1568","Jimmy the C (1977)","Jimmy the C",1977,1,1,"N/A","N/A",4,"Animation, Short","Jimmy Picker","N/A","N/A","President Jimmy Carter ""sings"" Ray Charles' ""Georgia on my Mind"", while thinking about his home state.","N/A","USA","N/A","N/A",NA,6.1,"53","tt0076230","movie","True",NA,"USA","Animation"
"1569","Joan of Arc (1948)","Joan of Arc",1948,7,7,"UNRATED","15 Apr 1949",145,"Biography, Drama, History","Victor Fleming","Maxwell Anderson (play), Maxwell Anderson (screenplay), Andrew Solt (screenplay)","Ingrid Bergman, Francis L. Sullivan, J. Carrol Naish, Ward Bond","In the Fifteenth Century, France is a defeated and ruined nation after the One Hundred Years War against England. The fourteen years old farm girl Joan of Arc claims to hear voices from ...","English","USA","Won 2 Oscars. Another 2 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BMTczNjIxMjI5OV5BMl5BanBnXkFtZTcwNzk1NzUyMQ@@._V1_SX300.jpg",NA,6.5,"1,866","tt0040491","movie","True",NA,"USA","Biography"
"1570","Joan of Paris (1942)","Joan of Paris",1942,1,1,"PASSED","20 Jan 1942",91,"Drama, Romance, War","Robert Stevenson","Charles Bennett (screenplay), Ellis St. Joseph (screenplay), Jacques Théry (from a story by), Georges Kessel (from a story by)","Michèle Morgan, Paul Henreid, Thomas Mitchell, Laird Cregar","An RAF squadron is brought down over occupied France. The flyers get to Paris in spite of the fact that the youngest, Baby, is injured. He must be hidden and his wounds cared for. The Gestapo has already issued orders for their arrest.","English, German","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjEzNTU1MzUyNl5BMl5BanBnXkFtZTcwNzI0NDAwMg@@._V1_SX300.jpg",NA,6.9,"510","tt0034919","movie","True",NA,"USA","Drama"
"1571","Job's Revolt (1983)","Job's Revolt",1983,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1572","Joe (1970)","Joe",1970,1,1,"R","15 Jul 1970",107,"Drama, Thriller","John G. Avildsen","Norman Wexler","Susan Sarandon, Patrick McDermott, Tim Lewis, Estelle Omens","Bill, a wealthy businessman, confronts his junkie daughter's drug-dealing boyfriend; in the ensuing argument, Bill kills him. Panic-stricken, he wanders the streets and eventually stops at ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTM3NTc2NDEyMl5BMl5BanBnXkFtZTcwNjU2NjIyMQ@@._V1_SX300.jpg",NA,6.9,"1,781","tt0065916","movie","True",NA,"USA","Drama"
"1573","Johann Mouse (1952)","Johann Mouse",1952,1,1,"APPROVED","21 Mar 1953",8,"Family, Short, Animation","Joseph Barbera, William Hanna","William Hanna, Joseph Barbera","Hans Conried","At the home of Viennese composer Johann Strauss, lived Johann Mouse. Whenever the composer played his waltzes, the mouse would dance to the music, unable to control himself. One day, when ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTQ0OTY2NDEzNF5BMl5BanBnXkFtZTcwNTQxMjE2MQ@@._V1_SX300.jpg",NA,7.6,"671","tt0045937","movie","True",NA,"USA","Family"
"1574","John Henry and the Inky Poo (1946)","John Henry and the Inky Poo",1946,1,1,"N/A","06 Sep 1946",7,"Animation, Short","George Pal","Latham Ovens, Robert Monroe","Rex Ingram","In this George Pal Puppetoon (production number U5-6), John Henry (voice of Rex Ingram), legendary figure of American folklore, goes to work for the C.& O. Railroad, which, shortly ...","English","USA","N/A","N/A",NA,6.9,"98","tt0038657","movie","True",NA,"USA","Animation"
"1575","John Muir's High Sierra (1974)","John Muir's High Sierra",1974,1,1,"N/A","01 Oct 1974",27,"Documentary, Short","N/A","N/A","N/A","N/A","N/A","USA","N/A","N/A",NA,5.8,"5","tt0071699","movie","True",NA,"USA","Documentary"
"1576","John Seitz (1928)","John Seitz",1928,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1577","Johnny Belinda (1948)","Johnny Belinda",1948,12,12,"UNRATED","14 Sep 1948",102,"Drama, Film-Noir","Jean Negulesco","Irma von Cube (screenplay), Allen Vincent (screenplay), Elmer Harris (from the stage play by)","Jane Wyman, Lew Ayres, Charles Bickford, Agnes Moorehead","In post-war Cape Breton, a doctor's efforts to tutor a deaf/mute woman are undermined when she is raped, and the resulting pregnancy causes scandal to swirl.","English, American Sign Language","USA","Won 1 Oscar. Another 4 wins & 13 nominations.","http://ia.media-imdb.com/images/M/MV5BMTMzODgxNDU4M15BMl5BanBnXkFtZTYwMjA3NjE5._V1_SX300.jpg",NA,7.8,"2,933","tt0040495","movie","True",NA,"USA","Drama"
"1578","Johnny Come Lately (1943)","Johnny Come Lately",1943,1,1,"APPROVED","03 Sep 1943",97,"Drama","William K. Howard","John Van Druten (screenplay), Louis Bromfield (novel)","James Cagney, Grace George, Marjorie Main, Marjorie Lord","Newspaper man wanders about and helps older woman save her paper.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BOTAwNjMxNTA1Ml5BMl5BanBnXkFtZTYwMzg5NTk5._V1_SX300.jpg",NA,6.7,"254","tt0036057","movie","True",NA,"USA","Drama"
"1579","Johnny Doughboy (1942)","Johnny Doughboy",1942,1,1,"N/A","31 Dec 1942",64,"Musical","John H. Auer","Lawrence Kimble, Frederick Kohner (story)","Jane Withers, Henry Wilcoxon, Patrick Brook, William Demarest","An arrogant young actress doesn't want to play ""young"" parts anymore, and runs off. The studio replaces her with the president of her fan club, who just happens to be a lookalike. Meanwhile...","English","USA","N/A","N/A",NA,5.7,"23","tt0034921","movie","True",NA,"USA","Musical"
"1580","Johnny Eager (1942)","Johnny Eager",1942,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1581","Johnny Flynton (2002)","Johnny Flynton",2002,1,1,"N/A","21 Sep 2002",37,"Drama, Short","Lexi Alexander","Lexi Alexander, Fabian Marquez","Dash Mihok, Michele Matheson, Robert W. Hill, Austin Crim","Johnny Flynton is good at one thing: boxing. He's not too bright, and there's clearly some issues in his past, but what's worse, when he's boxing, his temper flares up. His wife, Samantha, ...","English","USA","N/A","N/A",NA,7.1,"108","tt0329245","movie","True",NA,"USA","Drama"
"1582","Jolly Little Elves (1934)","Jolly Little Elves",1934,1,1,"PASSED","01 Oct 1934",9,"Animation, Musical, Short","Manuel Moreno","Manuel Moreno (story), Walter Lantz (story), Victor McLeod (story)","Bernice Hansen","A poor shoemaker and his wife have only a stale donut and a cup of coffee left to share. An elf drops by, and they offer to share with him. He teaches them (in song) to dunk the donut in ...","English","USA","N/A","N/A",NA,6.4,"61","tt0025332","movie","True",NA,"USA","Animation"
"1583","Jolly Roger (1998)","Jolly Roger",1998,1,1,"N/A","N/A",30,"Comedy","N/A","N/A","Matt Crocco, Liam Lynch, Michael Taylor","A half-hour show about a few sock puppets.","English","USA","N/A","N/A",NA,9.1,"325","tt0189308","series","True",NA,"USA","Comedy"
"1584","Jolson Sings Again (1949)","Jolson Sings Again",1949,3,3,"N/A","17 Aug 1949",96,"Biography, Music","Henry Levin","Sidney Buchman","Larry Parks, Barbara Hale, William Demarest, Ludwig Donath","In this sequel to The Jolson Story, we pick up the singer's career just as he has returned to the stage after a premature retirement. But his wife has left him and the appeal of the ...","English","USA","Nominated for 3 Oscars. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BNDc3MTU4NTA3N15BMl5BanBnXkFtZTcwOTQ5MzQyMQ@@._V1_SX300.jpg",NA,6.9,"448","tt0041530","movie","True",NA,"USA","Biography"
"1585","Jonathan Livingston Seagull (1973)","Jonathan Livingston Seagull",1973,2,2,"G","23 Oct 1973",120,"Drama, Family","Hall Bartlett","Hall Bartlett (screenplay)","James Franciscus, Juliet Mills, Philip Ahn, David Ladd","Jonathan is sick and tired of the boring life in his sea-gull clan. He rather experiments with new, always more daring flying techniques. Since he doesn't fit in, the elders expel him from ...","English","USA","Nominated for 2 Oscars. Another 2 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg3MzcyMTU3OF5BMl5BanBnXkFtZTcwMjQ1MzE1MQ@@._V1_SX300.jpg",NA,5.9,"1,437","tt0070248","movie","True",NA,"USA","Drama"
"1586","Josephine Lovett (1928)","Josephine Lovett",1928,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1587","Journey for Survival (1981)","Journey for Survival",1981,1,1,"N/A","01 Oct 1981",15,"Documentary, Short","Dick Young","Stephan Wilkinson","Joel Crager","N/A","N/A","USA","N/A","N/A",NA,NA,"N/A","tt0082587","movie","True",NA,"USA","Documentary"
"1588","Journey into Life: The World of the Unborn (1990)","Journey into Life: The World of the Unborn",1990,1,1,"N/A","N/A",25,"Documentary, Short","Derek Bromhall","Derek Bromhall, Irwin Rosten","Fay DeWitt","N/A","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTc5MjgxNTIwM15BMl5BanBnXkFtZTcwOTQ4NjAyMQ@@._V1_SX300.jpg",NA,6.7,"16","tt0099899","movie","True",NA,"USA","Documentary"
"1589","Journey into Medicine (1947)","Journey into Medicine",1947,1,1,"N/A","N/A",NA,"Documentary","Willard Van Dyke","Irving Jacoby (screenplay)","N/A","N/A","N/A","USA","N/A","N/A",NA,5.8,"6","tt0039517","movie","True",NA,"USA","Documentary"
"1590","Journey into Self (1968)","Journey into Self",1968,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1591","Journey into Spring (1958)","Journey into Spring",1958,2,2,"N/A","N/A",28,"Documentary, Short","Ralph Keene","Laurie Lee (commentary)","Stephen Murray","N/A","English","UK","Nominated for 2 Oscars. Another 1 win.","N/A",NA,7.5,"13","tt0051802","movie","True",NA,"UK","Documentary"
"1592","Journey of Hope (1990)","Journey of Hope",1990,1,1,"PG","26 Apr 1991",110,"Drama","Xavier Koller","Xavier Koller, Feride Çiçekoglu","Necmettin Çobanoglu, Nur Sürer, Emin Sivas, Erdinç Akbas","The story of a turkish poor family who tries to emigrate illegaly to Switzerland.","Turkish, Swiss German, Italian","Switzerland, Turkey, UK, France","Won 1 Oscar. Another 2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTExODE4NjU2NzFeQTJeQWpwZ15BbWU2MDYwNDk4OQ@@._V1_SX300.jpg",NA,7.6,"1,250","tt0100470","movie","True",NA,"Switzerland","Drama"
"1593","Journey to the Center of the Earth (1959)","Journey to the Center of the Earth",1959,2,2,"APPROVED","14 Jan 1960",132,"Adventure, Family, Fantasy","Henry Levin","Walter Reisch (screenplay), Charles Brackett (screenplay), Jules Verne (novel)","Pat Boone, James Mason, Arlene Dahl, Diane Baker","An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.","English, Icelandic, French, Italian, Russian","USA","Nominated for 3 Oscars. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTk4NDk0NTM5Ml5BMl5BanBnXkFtZTYwMDA3NDk5._V1_SX300.jpg",NA,7,"10,695","tt0052948","movie","True",NA,"USA","Adventure"
"1594","Journey to the Outer Limits (1973)","Journey to the Outer Limits",1973,1,1,"N/A","N/A",52,"Documentary","Alexander Grasshoff","Kenneth M. Rosen","Leslie Nielsen","N/A","English","USA","N/A","N/A",NA,8.4,"8","tt0070249","movie","True",NA,"USA","Documentary"
"1595","Joy of Living (1953)","Joy of Living",1953,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1596","Joyeux Noël (2005)","Joyeux Noël",2005,1,1,"N/A","09 Nov 2005",26,"Documentary","David Dessites","N/A","Christian Carion, Diane Kruger, Benno Fürmann, Guillaume Canet","N/A","English, French, German","France","N/A","N/A",NA,6.8,"10","tt0485246","movie","True",NA,"France","Documentary"
"1597","Ju Dou (1990)","Ju Dou",1990,1,1,"PG-13","01 Apr 1991",95,"Drama, Mystery, Romance","Yimou Zhang, Fengliang Yang","Heng Liu","Ma Chong, Zhijun Cong, Wu Fa, Li Gong","A woman married to the brutal and infertile owner of a dye mill in rural China conceives a boy with her husband's nephew but is forced to raise her son as her husband's heir without ...","Mandarin","China, Japan","Nominated for 1 Oscar. Another 4 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTQxMTYwNzkwNl5BMl5BanBnXkFtZTcwNTg3ODAyMQ@@._V1_SX300.jpg",NA,7.8,"5,495","tt0099902","movie","True",NA,"China","Drama"
"1598","Juarez (1939)","Juarez",1939,2,2,"APPROVED","10 Jun 1939",125,"Biography, Drama, History","William Dieterle","John Huston (screen play), Æneas MacKenzie (screen play), Wolfgang Reinhardt (screen play), Franz Werfel (based in part on a play by), Bertita Harding (novel)","Paul Muni, Bette Davis, Brian Aherne, Claude Rains","Louis Napoleon III takes advantage of the American Civil War to circumvent the Monroe Doctrine and expand his power by helping Emperor Maximillian Hapsburg to add Mexico to his empire. of Mexico.","English, Spanish","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTgyODY1MDE1Nl5BMl5BanBnXkFtZTgwNjAwMTAyMjE@._V1_SX300.jpg",NA,7.3,"1,403","tt0031516","movie","True",NA,"USA","Biography"
"1599","Judgment at Nuremberg (1961)","Judgment at Nuremberg",1961,11,11,"NOT RATED","18 Dec 1961",186,"Drama, History, War","Stanley Kramer","Abby Mann, Abby Mann (based on his original story by)","Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich","In 1948, an American court in occupied Germany tries four Nazi judges for war crimes.","English, German","USA","Won 2 Oscars. Another 13 wins & 25 nominations.","http://ia.media-imdb.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_SX300.jpg",NA,8.3,"39,112","tt0055031","movie","True",NA,"USA","Drama"
"1600","Juke Box Jamboree (1942)","Juke Box Jamboree",1942,1,1,"PASSED","27 Jul 1942",7,"Animation, Musical, Short","Alex Lovy","Ben Hardaway (story), Chuck Couch (story)","Mel Blanc, Zedra Conde","A mouse, sleeping in the Zowie Cafe, has his sleep disturbed by the jukebox. He crawls into the machine, but the mechanism flings him out the coin return. The mouse lands in a glass of ...","English","USA","N/A","N/A",NA,6.3,"50","tt0034925","movie","True",NA,"USA","Animation"
"1601","Julia (1977)","Julia",1977,11,11,"PG","20 Jan 1978",117,"Drama","Fred Zinnemann","Lillian Hellman (based upon the story by), Alvin Sargent (screenplay)","Jane Fonda, Vanessa Redgrave, Jason Robards, Maximilian Schell","At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.","English, French, German, Russian","USA","Won 3 Oscars. Another 18 wins & 24 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg5NjQ5ODQxMF5BMl5BanBnXkFtZTcwNDk0OTgyMQ@@._V1_SX300.jpg",NA,7.4,"6,016","tt0076245","movie","True",NA,"USA","Drama"
"1602","Julie & Julia (2009)","Julie & Julia",2009,1,1,"N/A","01 Dec 2009",24,"Documentary, Short, Biography","Ilana Rein","N/A","Craig Colligan","We encounter the title character Julie through her absence, as her brother navigates her recent death. My focus is on the inexpressible emotional turmoil following the loss of a loved one -...","English","USA","N/A","N/A",NA,NA,"N/A","tt1764406","movie","True",NA,"USA","Documentary"
"1603","Julie (1956)","Julie",1956,2,2,"APPROVED","17 Oct 1956",99,"Mystery, Thriller","Andrew L. Stone","Andrew L. Stone","Doris Day, Louis Jourdan, Barry Sullivan, Frank Lovejoy","A terrified wife tries to escape from her insanely jealous husband who is bent on killing her.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTczNjc3MTY2OF5BMl5BanBnXkFtZTcwNjU4MTkxMQ@@._V1_SX300.jpg",NA,6.2,"975","tt0049388","movie","True",NA,"USA","Mystery"
"1604","Juliet of the Spirits (1966)","Juliet of the Spirits",1966,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1605","Julius Caesar (1953)","Julius Caesar",1953,5,5,"NOT RATED","04 Jun 1953",120,"Drama, History","Joseph L. Mankiewicz","William Shakespeare (play)","Marlon Brando, James Mason, John Gielgud, Louis Calhern","The growing ambition of Julius Caesar is a source of major concern to his close friend Brutus. Cassius persuades him to participate in his plot to assassinate Caesar but they have both sorely underestimated Mark Antony.","English","USA","Won 1 Oscar. Another 6 wins & 7 nominations.","http://ia.media-imdb.com/images/M/MV5BMTA0NDkyNTA2MzBeQTJeQWpwZ15BbWU4MDY5NDA4MjEx._V1_SX300.jpg",NA,7.4,"7,422","tt0045943","movie","True",NA,"USA","Drama"
"1606","Junebug (2005)","Junebug",2005,1,1,"R","16 Sep 2005",106,"Comedy, Drama","Phil Morrison","Angus MacLachlan","Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering","A dealer in ""outsider"" art travels from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of this middle class Southern home.","English","USA","Nominated for 1 Oscar. Another 20 wins & 22 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUxNjIyMTEwN15BMl5BanBnXkFtZTcwMjE1NzAzMQ@@._V1_SX300.jpg",80,7,"18,475","tt0418773","movie","True",NA,"USA","Comedy"
